emp_no,first_name,last_name,title,to_date
284874,Vidar,Langford,Senior Engineer,1999-07-20
284876,Kwun,Lorys,Engineer,2001-06-06
284877,Satosi,Chorvat,Senior Staff,1987-10-16
284880,Bartek,Maksimenko,Senior Engineer,1998-03-13
284883,Pohua,Marrevee,Senior Engineer,1996-06-20
284886,Masadi,Buescher,Engineer,1999-12-19
284893,Val,Eiron,Senior Engineer,1994-03-07
284896,Tsuneo,Mateescu,Senior Engineer,1990-12-26
284905,Bingning,Koshino,Senior Engineer,1996-02-05
284906,Alagu,Jervis,Senior Staff,1995-08-21
284907,Boalin,Erez,Senior Staff,2001-11-08
284910,Uwe,Streng,Senior Staff,1993-08-06
284912,Nigel,Seghrouchni,Senior Staff,1999-06-25
284916,Mohit,Danley,Staff,1999-01-24
284921,Hercules,Narahara,Senior Staff,2001-12-17
284923,Karoline,Servieres,Staff,1997-10-02
284924,Nevin,Weisert,Senior Staff,2000-12-08
284927,Rafols,Ullian,Senior Staff,1993-06-24
284928,Eldridge,Bressoud,Senior Engineer,2002-05-25
284931,Kenroku,Calkin,Senior Staff,1998-01-12
284935,Shaw,Sadowski,Technique Leader,1993-06-03
284937,Rimli,Atrawala,Engineer,1996-03-10
284940,Sachio,Douceur,Senior Staff,2000-11-14
284945,Berto,Tchuente,Senior Staff,1998-08-14
284946,Munenori,Halloran,Senior Engineer,1992-01-04
284947,Martial,Vidal,Senior Staff,1986-08-14
284961,Branimir,Hardjono,Senior Engineer,1999-06-22
284965,Kristof,Camurati,Senior Engineer,1995-09-25
284966,Chriss,Ritzmann,Engineer,1997-11-25
284973,Krassimir,Ramsak,Staff,2000-01-02
284978,Toong,Conta,Senior Staff,1997-07-30
284981,Anwar,Takkinen,Senior Engineer,1998-02-09
284984,Masali,Fioravanti,Senior Staff,1999-04-01
284987,Xianlong,Motley,Senior Staff,1997-04-17
284990,Froduald,Theuretzbacher,Senior Staff,2000-03-14
284991,Morris,Reeken,Senior Staff,2001-09-07
284992,Toshiki,Schaft,Senior Engineer,1997-02-18
284994,Gal,Georgakopoulos,Senior Staff,1996-05-29
284995,Dulce,Varley,Senior Staff,1997-08-21
284999,Vidar,Hebden,Senior Staff,1995-06-26
285001,Mori,Coney,Senior Staff,1999-06-01
285002,Turgut,Ranai,Senior Engineer,2002-07-06
285003,Phillip,Bonifati,Senior Engineer,1998-09-19
285005,Christoph,Litecky,Senior Engineer,1998-05-24
285008,Bodh,Magliocco,Senior Engineer,1998-12-16
285012,Subhash,Hoppenstand,Engineer,1998-08-09
285015,Gudjon,Tetzlaff,Senior Engineer,2000-09-12
285016,Sarita,Rosca,Technique Leader,1993-03-22
285017,Hideyuki,Tibblin,Senior Engineer,1998-09-23
285022,Somnath,Speer,Staff,1998-12-02
285025,Otmar,Kuszyk,Senior Staff,1996-09-14
285032,Kristina,Gulik,Senior Engineer,1994-01-20
285037,Mountaz,Baby,Staff,1989-07-07
285038,Eran,Hashii,Senior Engineer,2001-08-26
285039,Junichi,Kitsuregawa,Senior Engineer,1992-10-29
285044,Kokou,Norsworthy,Senior Engineer,2000-04-14
285047,Sashi,Bail,Staff,1999-01-01
285056,Sanjoy,Demos,Senior Engineer,2000-07-11
285057,Georgi,Edelhoff,Senior Engineer,1988-02-13
285058,Shalesh,Siksek,Engineer,1995-10-09
285061,Babette,Baja,Senior Staff,1994-03-02
285064,Shigeaki,Hebert,Senior Engineer,1997-11-11
285065,Adas,Hitomi,Senior Engineer,1993-08-08
285068,Genta,Felcyn,Engineer,1995-11-07
285070,Juyoung,Schaap,Staff,1997-12-19
285073,Val,Matzen,Senior Engineer,1994-03-23
285076,Gladys,Melichar,Technique Leader,1999-11-25
285077,Berna,Hofman,Senior Engineer,1992-07-30
285081,Yuguang,Frijda,Senior Engineer,1997-02-07
285082,Aral,Rodite,Senior Engineer,1998-11-15
285085,Jouni,Rosch,Senior Engineer,2001-05-18
285087,Masako,Badache,Senior Staff,1999-10-13
285091,Hatim,Candan,Engineer,1993-04-23
285096,Valter,Gist,Senior Engineer,1993-04-30
285097,Serap,Shiratori,Senior Staff,1993-07-03
285106,Cedric,Siepmann,Senior Engineer,1993-06-04
285109,Genki,Munos,Staff,1996-05-22
285115,Willard,Schlenzig,Senior Engineer,1985-08-02
285127,Marla,Lindenbaum,Senior Staff,1997-10-15
285129,Zhonghua,Nitto,Staff,1996-07-23
285133,Clyde,Gecsel,Engineer,1995-01-06
285134,Randi,Decaestecker,Senior Staff,1996-06-29
285137,Bluma,Ohori,Senior Engineer,1993-03-03
285138,Bodo,Griswold,Senior Engineer,2002-01-24
285144,Adel,Rettelbach,Senior Engineer,1999-09-07
285146,Sachio,Birke,Senior Staff,1993-08-31
285148,Ekawit,Keohane,Senior Staff,2001-03-06
285150,Zejun,Chinal,Senior Staff,1990-12-01
285158,Manton,Feldhoffer,Senior Staff,1986-12-25
285161,Lihong,Sommer,Senior Engineer,1985-07-28
285162,Suzette,Riefers,Engineer,1997-04-14
285165,Peer,Rajcani,Senior Engineer,1998-08-22
285172,Ute,Schwartzburd,Senior Engineer,1997-07-06
285178,Valdiodio,Stanfel,Senior Engineer,1996-08-12
285180,Abdulah,Baby,Senior Engineer,2000-08-17
285181,True,Ullian,Senior Engineer,1992-06-02
285184,Ingmar,Lamba,Staff,1999-04-27
285189,Yongqiao,Roccetti,Senior Engineer,1991-06-30
285193,Ayakannu,Luga,Senior Staff,1996-04-11
285198,Shaleah,Nastansky,Engineer,1996-07-15
285203,Domenick,Hasenauer,Senior Staff,1987-11-15
285204,Juichirou,Szmurlo,Engineer,1997-06-01
285207,Charmane,Seuren,Senior Engineer,1985-09-30
285214,Brigham,Biron,Senior Engineer,1997-12-20
285215,Feipei,Ishibashi,Senior Staff,2001-06-26
285216,Maria,Motley,Technique Leader,1989-03-07
285220,Boguslaw,Waymire,Senior Staff,1995-06-17
285223,Alois,Pusterhofer,Senior Engineer,1990-06-19
285226,Adib,Schonegge,Senior Engineer,2000-09-18
285228,Menkae,Whittlesey,Senior Engineer,1999-01-19
285232,Chaitali,Griswold,Engineer,2000-01-02
285236,Nigel,Erni,Staff,1993-09-17
285237,Barun,Sgarro,Technique Leader,1993-04-08
285239,Akhilish,Leivant,Senior Staff,1995-11-04
285241,Yifei,Spieker,Senior Engineer,1987-08-27
285243,Lakshmi,Vieth,Senior Staff,2002-06-30
285244,Suvo,Kaelbling,Senior Staff,1990-10-19
285245,Brendon,Giaccio,Engineer,1995-01-09
285250,Radhia,Lorho,Senior Engineer,2001-01-16
285251,Yinghua,Streit,Staff,1986-05-22
285256,Ayonca,Brendel,Senior Engineer,2002-01-24
285257,Youssef,Nyanchama,Staff,1998-07-26
285262,Xiaocheng,Schaaf,Senior Staff,1997-11-05
285267,Qunsheng,Vingron,Senior Staff,1998-05-19
285268,Berto,Valtorta,Senior Engineer,1992-09-06
285271,Marjo,Esteva,Senior Engineer,2001-10-09
285272,Herbert,Aseltine,Senior Staff,1996-11-21
285280,Kotesh,Boreale,Engineer,1998-07-17
285288,Shounak,Christ,Engineer,1996-06-29
285289,Takanari,Bahl,Senior Staff,1985-04-03
285291,Rafael,McAlpine,Senior Staff,1989-11-02
285293,Radhika,Schusler,Assistant Engineer,1996-08-14
285294,Sorina,Kitai,Senior Engineer,2002-06-24
285296,Nathalie,Heiserman,Engineer,1997-12-03
285297,Huai,Czap,Senior Engineer,1992-12-09
285298,Tomoyuki,Biron,Staff,1996-02-22
285299,Chaoyi,Bierman,Engineer,1996-05-27
285300,Morris,Fiebach,Engineer,1998-03-26
285301,Shuky,Hainaut,Staff,1990-08-23
285302,Duangkaew,Guerreiro,Senior Staff,1992-08-11
285303,Premsyl,Kroft,Senior Engineer,1999-08-10
285304,Bezalel,Pagter,Senior Staff,2000-05-02
285308,Domenico,Miake,Senior Staff,1995-07-24
285310,Shaibal,Camurati,Staff,1997-06-07
285311,Herbert,Sullins,Assistant Engineer,2000-01-06
285313,Indrajit,Cardazo,Senior Staff,1997-02-11
285319,Hisao,Katiyar,Staff,1992-03-23
285322,Foong,Gajiwala,Assistant Engineer,1996-04-28
285326,Adit,Chenney,Staff,1998-08-02
285331,Kagan,Winter,Senior Engineer,1996-05-08
285332,Abdelaziz,Chaudhury,Senior Staff,1998-07-20
285333,Manibrata,Dichev,Senior Engineer,1999-10-09
285342,Nevio,Velasco,Engineer,1998-02-09
285345,Gennady,Peak,Engineer,1996-05-14
285348,Jianhui,Bardell,Senior Engineer,2002-05-24
285350,Behnaam,Ramaiah,Senior Staff,2001-05-17
285351,Aiichiro,Leppanen,Senior Engineer,1987-04-11
285353,Mark,Radivojevic,Senior Staff,1998-02-22
285367,Jaewoo,Maginnis,Staff,1997-06-02
285369,Beshir,Iisaka,Assistant Engineer,1997-02-01
285371,Hitomi,Frolund,Staff,1998-10-19
285378,Ymte,Jarecki,Senior Staff,1999-04-08
285381,Jinya,Callaway,Staff,1998-10-24
285390,Adamantios,Barriga,Engineer,1996-09-23
285393,Carrsten,Kaelbling,Senior Staff,2001-12-02
285400,Aluzio,Pollock,Senior Engineer,1989-05-02
285403,Arvin,Narahara,Staff,1997-08-08
285406,Kaijung,Hanabata,Senior Staff,1995-02-23
285407,Dipayan,Socorro,Senior Staff,1998-08-11
285411,Shan,Rusterholz,Senior Staff,2001-07-20
285412,Lucian,Farris,Assistant Engineer,1995-11-08
285415,Chikako,Setlzner,Staff,1995-10-31
285416,Pranav,Nivat,Staff,1995-02-07
285417,Taizo,Talmor,Staff,1999-08-11
285421,Kamran,Aamodt,Senior Engineer,1999-12-18
285426,Richard,Basart,Senior Engineer,2000-02-29
285429,Amabile,Kavvadias,Senior Engineer,1995-11-12
285432,Paris,Karcich,Engineer,1990-07-31
285437,Toshiko,Jumpertz,Senior Staff,1985-10-21
285440,Jeane,Lakshmanan,Staff,1998-03-26
285442,Christoph,Benaini,Senior Staff,1997-03-02
285444,Kiyomitsu,Kornatzky,Senior Engineer,1997-05-09
285447,JoAnne,Bottner,Technique Leader,1997-03-04
285455,Jenwei,Luit,Engineer,1988-12-30
285463,Gretta,Ginesta,Engineer,1999-12-22
285465,Kiyotoshi,Takanami,Senior Engineer,1998-03-09
285470,Gill,Turnbull,Senior Staff,1985-09-25
285472,Wonhee,Grandbois,Senior Engineer,1989-07-03
285483,Sreenivas,Mansanne,Staff,1999-08-09
285491,Oguz,Conia,Senior Staff,1993-04-29
285494,Goncalo,Reeker,Senior Engineer,1997-02-19
285495,Shahaf,Fontan,Senior Staff,1998-04-28
285510,Kiyotoshi,Peck,Senior Staff,1996-07-23
285511,Zhiwei,Auyong,Staff,1999-11-10
285513,Adin,Kamber,Technique Leader,1989-10-02
285514,Bikash,Azevdeo,Senior Staff,1997-11-13
285515,Heeju,Highland,Senior Staff,1991-04-26
285523,Woody,Picco,Senior Engineer,1995-12-23
285524,Anoosh,Gimbel,Senior Staff,1993-08-24
285525,Shigehito,Sifakis,Engineer,1995-01-27
285526,Babette,Werthner,Senior Staff,1997-03-18
285528,Eric,Ressouche,Senior Engineer,2000-07-04
285531,Xiong,Herber,Staff,1987-05-25
285534,Tran,Kulisch,Senior Staff,1995-11-15
285536,Ronghao,Basawa,Staff,1999-12-27
285538,Rafael,Raoux,Staff,1997-09-05
285544,Shmuel,Emmerich,Engineer,1997-12-19
285545,Fumiyo,Uhrig,Staff,1997-08-20
285548,Zhensheng,Ranum,Staff,1995-01-22
285550,Jamaludin,Moehrke,Senior Staff,2001-05-19
285551,Zita,Erie,Senior Staff,1992-03-14
285554,Ziyad,Brandsma,Senior Staff,2000-06-16
285559,Sanjai,Boguraev,Staff,1998-05-07
285560,Shigehito,Barinka,Senior Engineer,1987-07-19
285562,Hyuckchul,Katzenelson,Senior Engineer,1995-12-29
285564,Niteen,Schwartzbauer,Senior Staff,1994-12-10
285565,Shigeaki,Schonegge,Senior Engineer,1994-08-30
285566,Mart,Tzvieli,Senior Engineer,1986-09-06
285572,Huiqun,Monarch,Senior Engineer,2001-07-03
285578,Kolar,Glinert,Senior Engineer,1996-11-22
285590,Kannan,Conia,Staff,1999-11-23
285591,Tremaine,Kropatsch,Senior Staff,2000-01-09
285592,Kensyu,Beeson,Senior Staff,1992-12-01
285594,Golgen,Irland,Senior Staff,2001-07-14
285596,Adin,Zaumen,Senior Engineer,1991-02-13
285601,Guiseppe,Christianini,Senior Staff,1998-03-28
285602,Mari,Menhardt,Senior Staff,1997-11-15
285609,Tetsushi,Uludag,Senior Staff,1995-07-07
285610,Radhakrishnan,McClure,Senior Staff,1997-07-15
285614,Aram,Gubsky,Engineer,1999-06-16
285618,Chuanti,DiGiano,Technique Leader,1996-02-28
285622,Venkatesan,Speek,Senior Staff,1992-09-24
285623,Kenroku,Haraldson,Senior Staff,1993-07-31
285627,Dzung,Foong,Senior Staff,1990-03-23
285630,Mariusz,Vernadat,Senior Staff,1996-02-17
285637,Surveyors,Crelier,Senior Staff,1996-08-25
285639,Xinyu,Harbusch,Senior Engineer,1998-12-21
285640,Krassimir,Bernick,Senior Staff,1991-05-08
285641,Naraig,Reghbati,Senior Staff,1996-07-08
285643,Dulce,Rusterholz,Assistant Engineer,2000-01-07
285644,Duri,Schnelling,Engineer,1996-10-26
285649,Gian,Ranai,Engineer,2000-01-06
285650,Gal,Itzigehl,Senior Engineer,1998-04-06
285652,Tomokazu,Gewali,Senior Engineer,1993-12-08
285654,Ashish,Haldar,Senior Engineer,1988-09-03
285656,Zhenbing,Birsak,Staff,1992-11-25
285658,Garnik,Merkl,Engineer,1999-07-19
285659,Mabhin,Lorys,Senior Staff,1993-10-23
285660,Toshimori,Alameldin,Staff,1995-10-03
285661,Spyrose,Beilner,Senior Staff,1996-06-06
285663,Chriss,Giveon,Senior Staff,1994-02-16
285664,Satyanarayana,Nannarelli,Senior Engineer,1997-10-01
285670,Arvin,Segond,Assistant Engineer,1994-03-16
285673,Arnould,Chaudhury,Technique Leader,1986-11-24
285675,Deborah,Orsini,Senior Staff,1999-07-28
285677,Tsutomu,Luke,Senior Engineer,1993-06-15
285680,Younwoo,Lieberherr,Senior Engineer,1992-01-22
285687,Neelam,Tasistro,Assistant Engineer,2000-01-15
285688,Xinan,Itzfeldt,Senior Staff,1996-04-03
285696,IEEE,Thiran,Technique Leader,1989-05-28
285702,Kasturi,Luft,Senior Engineer,1995-09-19
285703,Rosalyn,Ramras,Senior Staff,1997-11-09
285710,Yucai,Wendorf,Engineer,1997-06-04
285717,Randy,Hiroyama,Senior Staff,1992-09-29
285718,Moheb,Ponthieu,Technique Leader,1997-01-03
285722,Shrikanth,Dratva,Senior Engineer,1992-12-04
285728,Charlene,Papastamatiou,Senior Staff,1992-05-28
285735,Edwin,Stenning,Technique Leader,1993-10-18
285738,Paddy,Erni,Senior Staff,1998-02-23
285741,Kitty,Raney,Senior Staff,1993-09-20
285743,Gretta,DasSarma,Engineer,1998-12-23
285747,Berry,Zuberek,Senior Engineer,1994-07-12
285749,Terresa,Jeong,Senior Engineer,1991-11-20
285758,Maha,Ritzmann,Senior Engineer,1995-06-02
285760,Vatsa,Perko,Senior Staff,2001-06-09
285761,Jeane,Falster,Assistant Engineer,1997-11-29
285765,Sivanarayana,Showalter,Senior Staff,1985-09-18
285766,Hsiangchu,Auyong,Senior Engineer,1994-10-31
285770,Percy,Cochrane,Staff,1997-01-10
285775,Kasidit,Trachtenberg,Engineer,1999-08-03
285779,Lech,Pelz,Senior Staff,1995-11-11
285780,KayLiang,Ramaiah,Senior Staff,1991-10-21
285781,Hein,Picaronny,Senior Staff,1992-02-27
285782,Jaideep,Bultermann,Engineer,1993-10-17
285783,Adly,Riesenhuber,Engineer,1995-02-26
285786,Toshiko,Emden,Senior Engineer,1994-11-16
285789,Uli,Welham,Senior Staff,1995-05-11
285800,Barry,Gargeya,Senior Engineer,1994-03-22
285803,Almudena,Hertweck,Senior Staff,1994-12-08
285819,Arno,Petersohn,Staff,1999-09-29
285820,Khaled,Foote,Senior Engineer,1989-06-07
285822,Randi,Whitcomb,Engineer,1997-11-03
285827,Kazunori,Waeselynck,Engineer,1999-08-15
285829,Jeanne,Henders,Senior Staff,1986-08-12
285830,Feixiong,Marrevee,Engineer,1990-03-15
285837,Barna,Cronin,Engineer,1990-09-11
285839,Gal,Montemayor,Engineer,1986-05-18
285840,Sakthirel,Pouyioutas,Senior Engineer,1997-11-23
285843,Yuriy,Lukaszewicz,Engineer,1997-08-03
285846,Jolita,Pollacia,Engineer,1996-10-07
285850,Stabislas,Ranft,Senior Engineer,2000-09-10
285851,Mokhtar,Kinley,Senior Engineer,2000-03-06
285856,Conor,Griswold,Senior Staff,1995-07-06
285863,Leaf,Busillo,Staff,1996-03-11
285865,Tayeb,Lunn,Senior Staff,1996-02-14
285867,Barna,Pashtan,Senior Engineer,1999-06-02
285870,Heather,Brattka,Senior Engineer,2000-06-16
285874,Reuven,Clouatre,Senior Engineer,1991-06-23
285886,Conor,Tagansky,Engineer,1996-03-08
285890,Xuedong,Puppe,Senior Staff,1995-01-23
285900,Abdulah,Heystek,Senior Staff,1985-05-07
285909,Ipke,Streng,Engineer,1987-11-07
285914,Eirik,Guerreiro,Senior Staff,1997-02-27
285924,Angel,Herber,Senior Engineer,1999-11-23
285925,Heekeun,Miake,Senior Staff,1995-05-07
285928,Martien,Kornyak,Staff,1998-01-15
285929,Oscal,Honglei,Senior Engineer,1997-03-24
285930,Duri,Anguita,Technique Leader,1989-06-24
285932,Ibibia,Leppanen,Staff,1995-11-20
285934,Zhilian,Antonakopoulos,Staff,1996-02-25
285938,Serenella,Hiraishi,Senior Staff,1991-03-09
285949,Zita,Yemenis,Engineer,1991-05-18
285954,Uno,Porenta,Senior Engineer,1996-08-01
285957,Kazuhito,Simmen,Senior Engineer,1995-11-11
285958,Angus,Anandan,Senior Engineer,1997-10-04
285961,Tristan,Aloisi,Staff,1997-11-25
285962,Francoise,Sichman,Senior Staff,1999-11-10
285968,Herbert,Koblitz,Senior Staff,1998-06-04
285980,Honesty,Ghazalie,Senior Engineer,2000-01-09
285982,Rimli,Ranka,Technique Leader,1991-08-24
285986,Maia,Erez,Senior Staff,1994-08-30
285987,Rildo,Hanabata,Senior Engineer,1996-12-01
285988,Perla,Back,Staff,1990-11-28
285991,Jamaludin,Ferriere,Engineer,1996-03-04
285992,Shawna,Baaleh,Engineer,2000-01-22
286000,Tonny,Eugenio,Staff,1994-08-24
286001,Shahab,Heuter,Engineer,1994-01-10
286002,Amalendu,Brobst,Staff,1994-12-17
286004,Sachem,Schiper,Engineer,1995-10-26
286007,Sanjeeva,Chartres,Staff,1999-04-12
286008,Shigeu,Ozery,Senior Staff,1995-02-19
286013,Xiaoqiang,Leppanen,Staff,1995-10-23
286016,Shigehito,Peha,Senior Staff,1994-10-28
286017,Udo,Benantar,Staff,1996-05-17
286019,Fumiyo,Zeleznik,Engineer,1985-03-08
286020,Yifei,Cmelik,Staff,1998-10-29
286021,Baoqiu,Thorelli,Engineer,1998-07-04
286023,Takahito,Tasistro,Senior Engineer,1994-08-06
286030,Masadi,Roohalamini,Senior Engineer,1992-06-01
286032,Abdulla,Hempstead,Senior Staff,1999-04-02
286035,Hercules,Colorni,Staff,1997-12-22
286036,Alejandro,Piveteau,Senior Engineer,1989-12-04
286040,Shimshon,Swen,Staff,1997-04-20
286044,Shawna,Lemarechal,Technique Leader,1996-12-29
286049,KayLiang,Kading,Senior Engineer,1997-06-01
286056,Bedrich,Claffy,Staff,1986-12-25
286057,Bezalel,Stellhorn,Senior Engineer,1991-04-12
286062,Charmane,Bail,Senior Staff,1997-08-31
286072,Christophe,Luit,Senior Staff,1996-10-14
286076,Mary,Callaway,Senior Staff,1996-02-19
286078,Arnould,Demizu,Technique Leader,1997-03-13
286084,Adil,Swist,Senior Staff,1994-11-15
286085,Hyuncheol,Muniz,Engineer,1995-10-16
286087,Elvis,Choobineh,Senior Engineer,1997-08-20
286089,Gaurav,Schmezko,Senior Staff,1998-02-25
286090,Shaw,Sewelson,Senior Staff,1992-06-18
286096,Kazuyasu,Facello,Senior Engineer,2002-03-11
286097,Matk,Kusalik,Senior Staff,2001-12-22
286099,Badri,Merle,Senior Engineer,2001-07-10
286100,Mang,Melichar,Senior Engineer,1994-08-10
286104,Isamu,Vuskovic,Engineer,1997-03-13
286105,Jordanka,Kalsbeek,Staff,1996-02-02
286110,Khedija,Bazelow,Engineer,1999-02-28
286117,Horward,Suri,Senior Engineer,1994-12-08
286120,Etsuo,Farris,Senior Engineer,1990-03-31
286124,Takanari,Spell,Senior Engineer,1994-03-25
286128,Eckart,Mitsuhashi,Senior Staff,1991-04-05
286131,Guther,Tibblin,Senior Engineer,1997-10-01
286139,IEEE,Luef,Staff,1998-11-26
286143,Atreye,Botman,Senior Staff,1985-04-15
286144,Rutger,Birke,Technique Leader,1987-11-14
286146,Anneke,Erni,Senior Staff,1992-11-27
286152,Berto,Rindone,Senior Staff,2002-03-28
286157,Claude,Rosenbaum,Senior Engineer,1992-04-22
286158,Tesuya,Kuszyk,Technique Leader,1998-01-01
286159,Marek,Kermarrec,Senior Engineer,1998-06-29
286165,Ghassan,Maierhofer,Senior Staff,1995-05-03
286169,Fuqing,Chleq,Senior Engineer,2001-09-20
286170,Arvind,Narwekar,Engineer,1993-01-13
286171,Zhensheng,Hettesheimer,Senior Staff,1987-06-30
286176,Bojan,Toyoshima,Engineer,1996-03-06
286177,Lihong,Kumaresan,Senior Staff,1990-08-10
286181,Toshimitsu,Baig,Senior Engineer,1991-10-26
286195,Karlis,Hofting,Senior Staff,1998-04-04
286196,Trygve,Gewali,Senior Staff,1986-10-19
286198,Zengping,Hiyoshi,Engineer,1998-12-04
286205,Sandeepan,Rajala,Technique Leader,1994-07-19
286206,King,Ulupinar,Engineer,1998-02-01
286210,Venkatesan,Marrevee,Senior Staff,1993-12-26
286212,Khoa,Krychniak,Staff,1985-10-17
286218,Yoshimitsu,Decleir,Senior Engineer,1991-02-10
286219,Gita,Rehfuss,Senior Staff,1993-02-22
286220,Seongbae,Navazio,Technique Leader,1997-06-06
286221,Shahaf,Figueira,Senior Staff,1990-06-10
286226,Sakthirel,Barriga,Staff,1997-05-10
286227,Raimond,Nollmann,Senior Staff,2000-08-04
286231,Selwyn,Daescu,Staff,1998-09-19
286233,Kellyn,Standera,Staff,1998-11-30
286242,Iara,Hainaut,Engineer,1999-09-05
286247,Vasilis,Sambasivam,Staff,1998-09-25
286249,Jeong,Blokdijk,Senior Staff,1994-12-02
286252,Hsiangchu,Velardi,Senior Staff,1990-05-02
286258,Chriss,Thiran,Staff,1995-07-10
286259,Domenico,Beeson,Senior Staff,1995-12-06
286260,Suvo,Plotkin,Senior Engineer,1995-04-03
286262,Surveyors,Hiroyama,Senior Engineer,1995-01-13
286263,Lakshmi,Herath,Senior Engineer,1999-09-27
286269,Hein,Muntz,Senior Engineer,1997-08-14
286271,Arch,Waterhouse,Senior Engineer,1998-02-16
286279,Pradeep,Brizzi,Senior Engineer,2001-09-04
286280,Bowen,Mandell,Senior Engineer,1998-11-16
286288,Fayez,Huhdanpaa,Senior Engineer,1992-02-09
286292,Make,Eterovic,Senior Engineer,1998-04-14
286297,Martine,Beerel,Senior Engineer,1998-10-22
286298,Temple,Skrikant,Technique Leader,1996-06-01
286299,Mari,Gubsky,Senior Staff,1995-03-04
286300,Aris,Baranowski,Engineer,1995-05-31
286315,Takanari,Fandrianto,Assistant Engineer,1985-06-07
286317,Younwoo,Waymire,Staff,1998-06-24
286319,Baziley,Quaggetto,Assistant Engineer,1994-04-23
286334,Alenka,Sridhar,Senior Engineer,1997-10-06
286335,Shen,Brookner,Staff,1996-02-07
286340,Selwyn,Hofman,Engineer,1999-08-21
286341,Baocai,Lipner,Senior Staff,1995-12-24
286345,Make,Thorelli,Staff,1992-02-03
286347,Maya,Reistad,Senior Engineer,1993-10-06
286353,Janche,Skafidas,Senior Staff,1999-09-20
286355,Rasikan,Flowers,Engineer,1993-05-25
286361,Shahaf,Camarinopoulos,Technique Leader,1997-09-08
286362,Ramalingam,Chaudhury,Senior Engineer,1992-09-28
286363,Brigham,Tsukuda,Senior Engineer,1999-02-28
286374,Subbu,Buchter,Senior Engineer,1995-09-17
286378,Ramalingam,Cronan,Technique Leader,1996-05-09
286383,Teruyuki,Varker,Senior Engineer,1998-05-02
286387,Akemi,Gerteisen,Senior Engineer,1994-01-01
286400,Khue,Markovitch,Technique Leader,1989-06-08
286402,Giordano,Uehara,Staff,1996-04-19
286408,Vatsa,Baalen,Engineer,1999-09-21
286412,Adas,Bresenham,Senior Engineer,1999-05-10
286413,DAIDA,Manderick,Senior Engineer,1993-06-24
286415,Kien,Horswill,Senior Engineer,1993-04-11
286418,Tomokazu,Daescu,Senior Staff,1993-06-24
286420,Shin,Eiter,Technique Leader,1997-06-01
286423,Dietrich,Flanders,Staff,1998-07-04
286429,Gina,Acton,Senior Staff,1988-05-14
286431,Make,Schauser,Senior Staff,1993-01-01
286433,Masasuke,Nitsche,Senior Engineer,1998-05-04
286435,Zvonko,Cronan,Senior Staff,1995-04-11
286439,Weicheng,Pfau,Senior Engineer,1992-10-29
286440,Aleksandar,Huttel,Senior Engineer,1999-06-08
286444,Marin,Srimani,Senior Staff,1992-02-22
286447,Alper,Schaft,Senior Engineer,1996-03-12
286449,Randi,Khalid,Senior Engineer,1986-05-23
286450,Basem,Fadgyas,Staff,1995-11-20
286455,Jamaludin,Milicia,Senior Engineer,1991-09-13
286466,Alejandro,Giveon,Engineer,1999-11-05
286467,Ult,Molberg,Senior Staff,1997-10-08
286472,Elzbieta,Cangellaris,Engineer,1999-04-27
286473,Saniya,Azadmanesh,Senior Engineer,1991-10-08
286477,Kazuhiro,Speel,Senior Staff,1991-07-11
286478,Denis,Karnin,Senior Engineer,1986-11-29
